trade_date,RB9999,Y9999,IC9999,HC9999,I9999,TA9999,WR9999,CF9999,CJ9999,TF9999,V9999,FU9999,FG9999,CU9999,CY9999,IH9999,T9999,PB9999,RM9999,JM9999,ZC9999,PP9999,RU9999,P9999,B9999,SC9999,J9999,AP9999,ZN9999,C9999,BU9999,SR9999,AG9999,SM9999,TS9999,NI9999,IF9999,L9999,SF9999,MA9999,CS9999,EG9999,BB9999,SN9999,OI9999,M9999,SP9999,JD9999,AU9999,A9999,WH9999,AL9999
2007-11-01,,Y0805.XDCE,,,,TA0712.XZCE,,CF0805.XZCE,,,,FU0801.XSGE,,CU0801.XSGE,,,,,,,,,RU0801.XSGE,P0805.XDCE,B0807.XDCE,,,,ZN0801.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0801.XDCE,,,,,,,,M0805.XDCE,,,,A0805.XDCE,,AL0801.XSGE
2007-11-02,,Y0805.XDCE,,,,TA0712.XZCE,,CF0805.XZCE,,,,FU0801.XSGE,,CU0801.XSGE,,,,,,,,,RU0801.XSGE,P0805.XDCE,B0807.XDCE,,,,ZN0801.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0801.XDCE,,,,,,,,M0805.XDCE,,,,A0805.XDCE,,AL0801.XSGE
2007-11-05,,Y0805.XDCE,,,,TA0801.XZCE,,CF0805.XZCE,,,,FU0801.XSGE,,CU0801.XSGE,,,,,,,,,RU0801.XSGE,P0805.XDCE,B0807.XDCE,,,,ZN0801.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0801.XDCE,,,,,,,,M0805.XDCE,,,,A0805.XDCE,,AL0801.XSGE
2007-11-06,,Y0805.XDCE,,,,TA0801.XZCE,,CF0805.XZCE,,,,FU0801.XSGE,,CU0801.XSGE,,,,,,,,,RU0801.XSGE,P0805.XDCE,B0807.XDCE,,,,ZN0801.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0801.XDCE,,,,,,,,M0805.XDCE,,,,A0805.XDCE,,AL0801.XSGE
2007-11-07,,Y0805.XDCE,,,,TA0801.XZCE,,CF0805.XZCE,,,,FU0801.XSGE,,CU0801.XSGE,,,,,,,,,RU0801.XSGE,P0805.XDCE,B0807.XDCE,,,,ZN0801.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0801.XDCE,,,,,,,,M0805.XDCE,,,,A0805.XDCE,,AL0801.XSGE
2007-11-08,,Y0805.XDCE,,,,TA0801.XZCE,,CF0805.XZCE,,,,FU0801.XSGE,,CU0801.XSGE,,,,,,,,,RU0801.XSGE,P0805.XDCE,B0807.XDCE,,,,ZN0801.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0801.XDCE,,,,,,,,M0805.XDCE,,,,A0805.XDCE,,AL0801.XSGE
2007-11-09,,Y0805.XDCE,,,,TA0801.XZCE,,CF0805.XZCE,,,,FU0801.XSGE,,CU0801.XSGE,,,,,,,,,RU0801.XSGE,P0805.XDCE,B0807.XDCE,,,,ZN0801.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0801.XDCE,,,,,,,,M0805.XDCE,,,,A0805.XDCE,,AL0801.XSGE
2007-11-12,,Y0805.XDCE,,,,TA0801.XZCE,,CF0805.XZCE,,,,FU0801.XSGE,,CU0801.XSGE,,,,,,,,,RU0801.XSGE,P0805.XDCE,B0807.XDCE,,,,ZN0801.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0801.XDCE,,,,,,,,M0805.XDCE,,,,A0805.XDCE,,AL0801.XSGE
2007-11-13,,Y0805.XDCE,,,,TA0801.XZCE,,CF0805.XZCE,,,,FU0803.XSGE,,CU0801.XSGE,,,,,,,,,RU0801.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0801.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0801.XDCE,,,,,,,,M0805.XDCE,,,,A0805.XDCE,,AL0801.XSGE
2007-11-14,,Y0805.XDCE,,,,TA0801.XZCE,,CF0805.XZCE,,,,FU0803.XSGE,,CU0801.XSGE,,,,,,,,,RU0801.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0801.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0801.XDCE,,,,,,,,M0805.XDCE,,,,A0805.XDCE,,AL0801.XSGE
2007-11-15,,Y0805.XDCE,,,,TA0801.XZCE,,CF0805.XZCE,,,,FU0803.XSGE,,CU0801.XSGE,,,,,,,,,RU0801.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0801.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0801.XDCE,,,,,,,,M0805.XDCE,,,,A0805.XDCE,,AL0801.XSGE
2007-11-16,,Y0805.XDCE,,,,TA0801.XZCE,,CF0805.XZCE,,,,FU0803.XSGE,,CU0801.XSGE,,,,,,,,,RU0801.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0801.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0801.XDCE,,,,,,,,M0805.XDCE,,,,A0809.XDCE,,AL0801.XSGE
2007-11-19,,Y0805.XDCE,,,,TA0801.XZCE,,CF0805.XZCE,,,,FU0803.XSGE,,CU0801.XSGE,,,,,,,,,RU0801.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0801.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0801.XDCE,,,,,,,,M0805.XDCE,,,,A0809.XDCE,,AL0801.XSGE
2007-11-20,,Y0805.XDCE,,,,TA0801.XZCE,,CF0805.XZCE,,,,FU0803.XSGE,,CU0801.XSGE,,,,,,,,,RU0803.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0801.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0801.XDCE,,,,,,,,M0805.XDCE,,,,A0809.XDCE,,AL0801.XSGE
2007-11-21,,Y0805.XDCE,,,,TA0801.XZCE,,CF0805.XZCE,,,,FU0803.XSGE,,CU0801.XSGE,,,,,,,,,RU0803.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0801.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0801.XDCE,,,,,,,,M0805.XDCE,,,,A0809.XDCE,,AL0801.XSGE
2007-11-22,,Y0805.XDCE,,,,TA0801.XZCE,,CF0805.XZCE,,,,FU0803.XSGE,,CU0801.XSGE,,,,,,,,,RU0803.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0801.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0801.XDCE,,,,,,,,M0805.XDCE,,,,A0809.XDCE,,AL0801.XSGE
2007-11-23,,Y0805.XDCE,,,,TA0801.XZCE,,CF0805.XZCE,,,,FU0803.XSGE,,CU0802.XSGE,,,,,,,,,RU0803.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0801.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0801.XDCE,,,,,,,,M0805.XDCE,,,,A0809.XDCE,,AL0801.XSGE
2007-11-26,,Y0805.XDCE,,,,TA0801.XZCE,,CF0805.XZCE,,,,FU0803.XSGE,,CU0802.XSGE,,,,,,,,,RU0803.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0801.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0801.XDCE,,,,,,,,M0805.XDCE,,,,A0809.XDCE,,AL0801.XSGE
2007-11-27,,Y0805.XDCE,,,,TA0801.XZCE,,CF0805.XZCE,,,,FU0803.XSGE,,CU0802.XSGE,,,,,,,,,RU0803.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0801.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0801.XDCE,,,,,,,,M0805.XDCE,,,,A0809.XDCE,,AL0801.XSGE
2007-11-28,,Y0805.XDCE,,,,TA0801.XZCE,,CF0805.XZCE,,,,FU0803.XSGE,,CU0802.XSGE,,,,,,,,,RU0803.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0802.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0801.XDCE,,,,,,,,M0805.XDCE,,,,A0809.XDCE,,AL0801.XSGE
2007-11-29,,Y0805.XDCE,,,,TA0801.XZCE,,CF0805.XZCE,,,,FU0803.XSGE,,CU0802.XSGE,,,,,,,,,RU0803.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0802.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0801.XDCE,,,,,,,,M0805.XDCE,,,,A0809.XDCE,,AL0801.XSGE
2007-11-30,,Y0805.XDCE,,,,TA0801.XZCE,,CF0805.XZCE,,,,FU0803.XSGE,,CU0802.XSGE,,,,,,,,,RU0803.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0802.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0801.XDCE,,,,,,,,M0805.XDCE,,,,A0809.XDCE,,AL0801.XSGE
2007-12-03,,Y0805.XDCE,,,,TA0801.XZCE,,CF0805.XZCE,,,,FU0803.XSGE,,CU0802.XSGE,,,,,,,,,RU0803.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0802.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0801.XDCE,,,,,,,,M0805.XDCE,,,,A0809.XDCE,,AL0802.XSGE
2007-12-04,,Y0805.XDCE,,,,TA0801.XZCE,,CF0805.XZCE,,,,FU0803.XSGE,,CU0802.XSGE,,,,,,,,,RU0803.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0802.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0801.XDCE,,,,,,,,M0805.XDCE,,,,A0809.XDCE,,AL0802.XSGE
2007-12-05,,Y0805.XDCE,,,,TA0801.XZCE,,CF0805.XZCE,,,,FU0803.XSGE,,CU0802.XSGE,,,,,,,,,RU0803.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0802.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0801.XDCE,,,,,,,,M0805.XDCE,,,,A0809.XDCE,,AL0802.XSGE
2007-12-06,,Y0805.XDCE,,,,TA0801.XZCE,,CF0805.XZCE,,,,FU0803.XSGE,,CU0802.XSGE,,,,,,,,,RU0803.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0802.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0801.XDCE,,,,,,,,M0805.XDCE,,,,A0809.XDCE,,AL0802.XSGE
2007-12-07,,Y0805.XDCE,,,,TA0801.XZCE,,CF0805.XZCE,,,,FU0803.XSGE,,CU0802.XSGE,,,,,,,,,RU0803.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0802.XSGE,C0805.XDCE,,SR0807.XZCE,,,,,,L0801.XDCE,,,,,,,,M0805.XDCE,,,,A0809.XDCE,,AL0802.XSGE
2007-12-10,,Y0805.XDCE,,,,TA0801.XZCE,,CF0805.XZCE,,,,FU0803.XSGE,,CU0802.XSGE,,,,,,,,,RU0803.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0802.XSGE,C0805.XDCE,,SR0807.XZCE,,,,,,L0801.XDCE,,,,,,,,M0805.XDCE,,,,A0809.XDCE,,AL0802.XSGE
2007-12-11,,Y0805.XDCE,,,,TA0801.XZCE,,CF0805.XZCE,,,,FU0803.XSGE,,CU0802.XSGE,,,,,,,,,RU0803.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0802.XSGE,C0805.XDCE,,SR0807.XZCE,,,,,,L0805.XDCE,,,,,,,,M0805.XDCE,,,,A0809.XDCE,,AL0802.XSGE
2007-12-12,,Y0805.XDCE,,,,TA0801.XZCE,,CF0805.XZCE,,,,FU0803.XSGE,,CU0802.XSGE,,,,,,,,,RU0803.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0802.XSGE,C0805.XDCE,,SR0807.XZCE,,,,,,L0805.XDCE,,,,,,,,M0805.XDCE,,,,A0809.XDCE,,AL0802.XSGE
2007-12-13,,Y0805.XDCE,,,,TA0803.XZCE,,CF0805.XZCE,,,,FU0803.XSGE,,CU0802.XSGE,,,,,,,,,RU0803.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0802.XSGE,C0805.XDCE,,SR0807.XZCE,,,,,,L0805.XDCE,,,,,,,,M0805.XDCE,,,,A0809.XDCE,,AL0802.XSGE
2007-12-14,,Y0805.XDCE,,,,TA0803.XZCE,,CF0805.XZCE,,,,FU0803.XSGE,,CU0802.XSGE,,,,,,,,,RU0803.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0802.XSGE,C0805.XDCE,,SR0807.XZCE,,,,,,L0805.XDCE,,,,,,,,M0809.XDCE,,,,A0809.XDCE,,AL0802.XSGE
2007-12-17,,Y0805.XDCE,,,,TA0803.XZCE,,CF0805.XZCE,,,,FU0803.XSGE,,CU0802.XSGE,,,,,,,,,RU0803.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0802.XSGE,C0805.XDCE,,SR0807.XZCE,,,,,,L0805.XDCE,,,,,,,,M0809.XDCE,,,,A0809.XDCE,,AL0802.XSGE
2007-12-18,,Y0805.XDCE,,,,TA0803.XZCE,,CF0805.XZCE,,,,FU0803.XSGE,,CU0802.XSGE,,,,,,,,,RU0803.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0802.XSGE,C0805.XDCE,,SR0807.XZCE,,,,,,L0805.XDCE,,,,,,,,M0809.XDCE,,,,A0809.XDCE,,AL0802.XSGE
2007-12-19,,Y0805.XDCE,,,,TA0803.XZCE,,CF0805.XZCE,,,,FU0803.XSGE,,CU0802.XSGE,,,,,,,,,RU0803.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0802.XSGE,C0805.XDCE,,SR0807.XZCE,,,,,,L0805.XDCE,,,,,,,,M0809.XDCE,,,,A0809.XDCE,,AL0802.XSGE
2007-12-20,,Y0805.XDCE,,,,TA0803.XZCE,,CF0805.XZCE,,,,FU0803.XSGE,,CU0802.XSGE,,,,,,,,,RU0803.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0802.XSGE,C0805.XDCE,,SR0807.XZCE,,,,,,L0805.XDCE,,,,,,,,M0809.XDCE,,,,A0809.XDCE,,AL0802.XSGE
2007-12-21,,Y0805.XDCE,,,,TA0803.XZCE,,CF0805.XZCE,,,,FU0803.XSGE,,CU0802.XSGE,,,,,,,,,RU0803.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0802.XSGE,C0805.XDCE,,SR0807.XZCE,,,,,,L0805.XDCE,,,,,,,,M0809.XDCE,,,,A0809.XDCE,,AL0802.XSGE
2007-12-24,,Y0805.XDCE,,,,TA0803.XZCE,,CF0805.XZCE,,,,FU0803.XSGE,,CU0802.XSGE,,,,,,,,,RU0803.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0802.XSGE,C0805.XDCE,,SR0807.XZCE,,,,,,L0805.XDCE,,,,,,,,M0809.XDCE,,,,A0809.XDCE,,AL0802.XSGE
2007-12-25,,Y0805.XDCE,,,,TA0803.XZCE,,CF0805.XZCE,,,,FU0803.XSGE,,CU0803.XSGE,,,,,,,,,RU0803.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0803.XSGE,C0805.XDCE,,SR0807.XZCE,,,,,,L0805.XDCE,,,,,,,,M0809.XDCE,,,,A0809.XDCE,,AL0802.XSGE
2007-12-26,,Y0805.XDCE,,,,TA0803.XZCE,,CF0805.XZCE,,,,FU0803.XSGE,,CU0803.XSGE,,,,,,,,,RU0803.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0803.XSGE,C0805.XDCE,,SR0807.XZCE,,,,,,L0805.XDCE,,,,,,,,M0809.XDCE,,,,A0809.XDCE,,AL0803.XSGE
2007-12-27,,Y0805.XDCE,,,,TA0803.XZCE,,CF0805.XZCE,,,,FU0803.XSGE,,CU0803.XSGE,,,,,,,,,RU0803.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0803.XSGE,C0805.XDCE,,SR0807.XZCE,,,,,,L0805.XDCE,,,,,,,,M0809.XDCE,,,,A0809.XDCE,,AL0803.XSGE
2007-12-28,,Y0805.XDCE,,,,TA0803.XZCE,,CF0805.XZCE,,,,FU0803.XSGE,,CU0803.XSGE,,,,,,,,,RU0803.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0803.XSGE,C0805.XDCE,,SR0807.XZCE,,,,,,L0805.XDCE,,,,,,,,M0809.XDCE,,,,A0809.XDCE,,AL0803.XSGE
2008-01-02,,Y0805.XDCE,,,,TA0803.XZCE,,CF0805.XZCE,,,,FU0803.XSGE,,CU0803.XSGE,,,,,,,,,RU0803.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0803.XSGE,C0805.XDCE,,SR0807.XZCE,,,,,,L0805.XDCE,,,,,,,,M0809.XDCE,,,,A0809.XDCE,,AL0803.XSGE
2008-01-03,,Y0805.XDCE,,,,TA0803.XZCE,,CF0805.XZCE,,,,FU0803.XSGE,,CU0803.XSGE,,,,,,,,,RU0803.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0803.XSGE,C0805.XDCE,,SR0807.XZCE,,,,,,L0805.XDCE,,,,,,,,M0809.XDCE,,,,A0809.XDCE,,AL0803.XSGE
2008-01-04,,Y0805.XDCE,,,,TA0803.XZCE,,CF0805.XZCE,,,,FU0803.XSGE,,CU0803.XSGE,,,,,,,,,RU0803.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0803.XSGE,C0805.XDCE,,SR0807.XZCE,,,,,,L0805.XDCE,,,,,,,,M0809.XDCE,,,,A0809.XDCE,,AL0803.XSGE
2008-01-07,,Y0805.XDCE,,,,TA0803.XZCE,,CF0805.XZCE,,,,FU0803.XSGE,,CU0803.XSGE,,,,,,,,,RU0803.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0803.XSGE,C0805.XDCE,,SR0807.XZCE,,,,,,L0805.XDCE,,,,,,,,M0809.XDCE,,,,A0809.XDCE,,AL0803.XSGE
2008-01-08,,Y0805.XDCE,,,,TA0803.XZCE,,CF0805.XZCE,,,,FU0805.XSGE,,CU0803.XSGE,,,,,,,,,RU0803.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0803.XSGE,C0805.XDCE,,SR0807.XZCE,,,,,,L0805.XDCE,,,,,,,,M0809.XDCE,,,,A0809.XDCE,,AL0803.XSGE
2008-01-09,,Y0805.XDCE,,,,TA0803.XZCE,,CF0805.XZCE,,,,FU0805.XSGE,,CU0803.XSGE,,,,,,,,,RU0803.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0803.XSGE,C0805.XDCE,,SR0807.XZCE,,,,,,L0805.XDCE,,,,,,,,M0809.XDCE,,,,A0809.XDCE,,AL0803.XSGE
2008-01-10,,Y0805.XDCE,,,,TA0803.XZCE,,CF0805.XZCE,,,,FU0805.XSGE,,CU0803.XSGE,,,,,,,,,RU0803.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0803.XSGE,C0805.XDCE,,SR0807.XZCE,,,,,,L0805.XDCE,,,,,,,,M0809.XDCE,,,AU0806.XSGE,A0809.XDCE,,AL0803.XSGE
2008-01-11,,Y0805.XDCE,,,,TA0803.XZCE,,CF0805.XZCE,,,,FU0805.XSGE,,CU0803.XSGE,,,,,,,,,RU0805.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0803.XSGE,C0805.XDCE,,SR0807.XZCE,,,,,,L0805.XDCE,,,,,,,,M0809.XDCE,,,AU0806.XSGE,A0809.XDCE,,AL0803.XSGE
2008-01-14,,Y0805.XDCE,,,,TA0803.XZCE,,CF0805.XZCE,,,,FU0805.XSGE,,CU0803.XSGE,,,,,,,,,RU0805.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0803.XSGE,C0805.XDCE,,SR0807.XZCE,,,,,,L0805.XDCE,,,,,,,,M0809.XDCE,,,AU0806.XSGE,A0809.XDCE,,AL0803.XSGE
2008-01-15,,Y0805.XDCE,,,,TA0803.XZCE,,CF0805.XZCE,,,,FU0805.XSGE,,CU0803.XSGE,,,,,,,,,RU0805.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0803.XSGE,C0805.XDCE,,SR0807.XZCE,,,,,,L0805.XDCE,,,,,,,,M0809.XDCE,,,AU0806.XSGE,A0809.XDCE,,AL0803.XSGE
2008-01-16,,Y0805.XDCE,,,,TA0803.XZCE,,CF0805.XZCE,,,,FU0805.XSGE,,CU0803.XSGE,,,,,,,,,RU0805.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0803.XSGE,C0809.XDCE,,SR0807.XZCE,,,,,,L0805.XDCE,,,,,,,,M0809.XDCE,,,AU0806.XSGE,A0809.XDCE,,AL0803.XSGE
2008-01-17,,Y0805.XDCE,,,,TA0803.XZCE,,CF0805.XZCE,,,,FU0805.XSGE,,CU0803.XSGE,,,,,,,,,RU0805.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0803.XSGE,C0809.XDCE,,SR0807.XZCE,,,,,,L0805.XDCE,,,,,,,,M0809.XDCE,,,AU0806.XSGE,A0809.XDCE,,AL0803.XSGE
2008-01-18,,Y0805.XDCE,,,,TA0803.XZCE,,CF0805.XZCE,,,,FU0805.XSGE,,CU0804.XSGE,,,,,,,,,RU0805.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0803.XSGE,C0809.XDCE,,SR0807.XZCE,,,,,,L0805.XDCE,,,,,,,,M0809.XDCE,,,AU0806.XSGE,A0809.XDCE,,AL0803.XSGE
2008-01-21,,Y0805.XDCE,,,,TA0803.XZCE,,CF0805.XZCE,,,,FU0805.XSGE,,CU0804.XSGE,,,,,,,,,RU0805.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0803.XSGE,C0809.XDCE,,SR0807.XZCE,,,,,,L0805.XDCE,,,,,,,,M0809.XDCE,,,AU0806.XSGE,A0809.XDCE,,AL0803.XSGE
2008-01-22,,Y0805.XDCE,,,,TA0803.XZCE,,CF0805.XZCE,,,,FU0805.XSGE,,CU0804.XSGE,,,,,,,,,RU0805.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0804.XSGE,C0809.XDCE,,SR0807.XZCE,,,,,,L0805.XDCE,,,,,,,,M0809.XDCE,,,AU0806.XSGE,A0809.XDCE,,AL0803.XSGE
2008-01-23,,Y0805.XDCE,,,,TA0803.XZCE,,CF0805.XZCE,,,,FU0805.XSGE,,CU0804.XSGE,,,,,,,,,RU0805.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0804.XSGE,C0809.XDCE,,SR0807.XZCE,,,,,,L0805.XDCE,,,,,,,,M0809.XDCE,,,AU0806.XSGE,A0809.XDCE,,AL0803.XSGE
2008-01-24,,Y0805.XDCE,,,,TA0803.XZCE,,CF0805.XZCE,,,,FU0805.XSGE,,CU0804.XSGE,,,,,,,,,RU0805.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0804.XSGE,C0809.XDCE,,SR0807.XZCE,,,,,,L0805.XDCE,,,,,,,,M0809.XDCE,,,AU0806.XSGE,A0809.XDCE,,AL0803.XSGE
2008-01-25,,Y0805.XDCE,,,,TA0803.XZCE,,CF0805.XZCE,,,,FU0805.XSGE,,CU0804.XSGE,,,,,,,,,RU0805.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0804.XSGE,C0809.XDCE,,SR0807.XZCE,,,,,,L0805.XDCE,,,,,,,,M0809.XDCE,,,AU0806.XSGE,A0809.XDCE,,AL0803.XSGE
2008-01-28,,Y0805.XDCE,,,,TA0803.XZCE,,CF0805.XZCE,,,,FU0805.XSGE,,CU0804.XSGE,,,,,,,,,RU0805.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0804.XSGE,C0809.XDCE,,SR0807.XZCE,,,,,,L0805.XDCE,,,,,,,,M0809.XDCE,,,AU0806.XSGE,A0809.XDCE,,AL0803.XSGE
2008-01-29,,Y0805.XDCE,,,,TA0803.XZCE,,CF0805.XZCE,,,,FU0805.XSGE,,CU0804.XSGE,,,,,,,,,RU0805.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0804.XSGE,C0809.XDCE,,SR0807.XZCE,,,,,,L0805.XDCE,,,,,,,,M0809.XDCE,,,AU0806.XSGE,A0809.XDCE,,AL0804.XSGE
2008-01-30,,Y0805.XDCE,,,,TA0803.XZCE,,CF0805.XZCE,,,,FU0805.XSGE,,CU0804.XSGE,,,,,,,,,RU0805.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0804.XSGE,C0809.XDCE,,SR0807.XZCE,,,,,,L0805.XDCE,,,,,,,,M0809.XDCE,,,AU0806.XSGE,A0809.XDCE,,AL0804.XSGE
2008-01-31,,Y0805.XDCE,,,,TA0803.XZCE,,CF0805.XZCE,,,,FU0805.XSGE,,CU0804.XSGE,,,,,,,,,RU0805.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0804.XSGE,C0809.XDCE,,SR0807.XZCE,,,,,,L0805.XDCE,,,,,,,,M0809.XDCE,,,AU0806.XSGE,A0809.XDCE,,AL0804.XSGE
2008-02-01,,Y0805.XDCE,,,,TA0803.XZCE,,CF0805.XZCE,,,,FU0805.XSGE,,CU0804.XSGE,,,,,,,,,RU0805.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0804.XSGE,C0809.XDCE,,SR0807.XZCE,,,,,,L0805.XDCE,,,,,,,,M0809.XDCE,,,AU0806.XSGE,A0809.XDCE,,AL0804.XSGE
2008-02-04,,Y0805.XDCE,,,,TA0803.XZCE,,CF0805.XZCE,,,,FU0805.XSGE,,CU0804.XSGE,,,,,,,,,RU0805.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0804.XSGE,C0809.XDCE,,SR0807.XZCE,,,,,,L0805.XDCE,,,,,,,,M0809.XDCE,,,AU0806.XSGE,A0809.XDCE,,AL0804.XSGE
2008-02-05,,Y0805.XDCE,,,,TA0803.XZCE,,CF0805.XZCE,,,,FU0805.XSGE,,CU0804.XSGE,,,,,,,,,RU0805.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0804.XSGE,C0809.XDCE,,SR0807.XZCE,,,,,,L0805.XDCE,,,,,,,,M0809.XDCE,,,AU0806.XSGE,A0809.XDCE,,AL0804.XSGE
2008-02-13,,Y0805.XDCE,,,,TA0803.XZCE,,CF0805.XZCE,,,,FU0805.XSGE,,CU0804.XSGE,,,,,,,,,RU0805.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0804.XSGE,C0809.XDCE,,SR0807.XZCE,,,,,,L0805.XDCE,,,,,,,,M0809.XDCE,,,AU0806.XSGE,A0809.XDCE,,AL0804.XSGE
2008-02-14,,Y0805.XDCE,,,,TA0803.XZCE,,CF0805.XZCE,,,,FU0805.XSGE,,CU0804.XSGE,,,,,,,,,RU0805.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0804.XSGE,C0809.XDCE,,SR0807.XZCE,,,,,,L0805.XDCE,,,,,,,,M0809.XDCE,,,AU0806.XSGE,A0809.XDCE,,AL0804.XSGE
2008-02-15,,Y0805.XDCE,,,,TA0803.XZCE,,CF0805.XZCE,,,,FU0805.XSGE,,CU0804.XSGE,,,,,,,,,RU0805.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0804.XSGE,C0809.XDCE,,SR0807.XZCE,,,,,,L0805.XDCE,,,,,,,,M0809.XDCE,,,AU0806.XSGE,A0809.XDCE,,AL0804.XSGE
2008-02-18,,Y0805.XDCE,,,,TA0803.XZCE,,CF0805.XZCE,,,,FU0805.XSGE,,CU0804.XSGE,,,,,,,,,RU0805.XSGE,P0805.XDCE,B0809.XDCE,,,,ZN0804.XSGE,C0809.XDCE,,SR0807.XZCE,,,,,,L0805.XDCE,,,,,,,,M0809.XDCE,,,AU0806.XSGE,A0809.XDCE,,AL0804.XSGE
